Name,Type,Date,Snapshots in the last three weeks,Day of year,Hours since last snapshot,Bugs fixed,Day of week
24w07a,snapshot,2024-02-14T12:51:01.000Z,4,44,166,6,3
,,2024-02-13T15:00:00.000Z,4,44,144,7,2
,,2024-02-12T15:00:00.000Z,4,43,120,2,1
,,2024-02-11T15:00:00.000Z,4,42,96,1,7
,,2024-02-10T15:00:00.000Z,4,41,72,1,6
,,2024-02-09T15:00:00.000Z,4,40,48,0,5
,,2024-02-08T15:00:00.000Z,4,39,24,1,4
24w06a,snapshot,2024-02-07T14:47:18.000Z,4,38,146,7,3
,,2024-02-06T15:00:00.000Z,5,37,122,4,2
,,2024-02-05T15:00:00.000Z,5,36,98,4,1
,,2024-02-04T15:00:00.000Z,5,35,74,2,7
,,2024-02-03T15:00:00.000Z,5,34,50,0,6
,,2024-02-02T15:00:00.000Z,5,33,26,4,5
24w05b,snapshot,2024-02-01T12:55:14.000Z,4,31,24,6,4
24w05a,snapshot,2024-01-31T13:05:26.000Z,3,31,167,1,3
,,2024-01-30T15:00:00.000Z,3,30,145,1,2
,,2024-01-29T15:00:00.000Z,3,29,121,0,1
,,2024-01-28T15:00:00.000Z,3,28,97,0,7
,,2024-01-27T15:00:00.000Z,3,27,73,0,6
,,2024-01-26T15:00:00.000Z,3,26,49,0,5
,,2024-01-25T15:00:00.000Z,3,25,25,4,4
24w04a,snapshot,2024-01-24T13:42:45.000Z,2,24,145,3,3
,,2024-01-23T15:00:00.000Z,2,23,122,3,2
,,2024-01-22T15:00:00.000Z,2,22,98,2,1
,,2024-01-21T15:00:00.000Z,2,21,74,0,7
,,2024-01-20T15:00:00.000Z,2,20,50,1,6
,,2024-01-19T15:00:00.000Z,2,19,26,7,5
24w03b,snapshot,2024-01-18T12:42:37.000Z,1,18,23,6,4
24w03a,snapshot,2024-01-17T13:19:20.000Z,0,17,718,3,3
,,2024-01-16T15:00:00.000Z,0,16,695,17,2
,,2024-01-15T15:00:00.000Z,0,15,671,1,1
,,2024-01-14T15:00:00.000Z,0,14,647,0,7
,,2024-01-13T15:00:00.000Z,0,13,623,2,6
,,2024-01-12T15:00:00.000Z,0,12,599,1,5
,,2024-01-11T15:00:00.000Z,0,11,575,2,4
,,2024-01-10T15:00:00.000Z,0,10,551,1,3
,,2024-01-09T15:00:00.000Z,0,9,527,1,2
,,2024-01-08T15:00:00.000Z,1,8,503,5,1
,,2024-01-07T15:00:00.000Z,2,7,479,0,7
,,2024-01-06T15:00:00.000Z,2,6,455,0,6
,,2024-01-05T15:00:00.000Z,2,5,431,2,5
,,2024-01-04T15:00:00.000Z,2,4,407,4,4
,,2024-01-03T15:00:00.000Z,2,3,383,26,3
,,2024-01-02T15:00:00.000Z,2,2,359,5,2
,,2024-01-01T15:00:00.000Z,2,1,335,0,1
,,2023-12-31T15:00:00.000Z,2,365,311,0,7
,,2023-12-30T15:00:00.000Z,2,364,287,1,6
,,2023-12-29T15:00:00.000Z,2,363,263,0,5
,,2023-12-28T15:00:00.000Z,2,362,239,0,4
,,2023-12-27T15:00:00.000Z,3,361,215,0,3
,,2023-12-26T15:00:00.000Z,4,360,191,0,2
,,2023-12-25T15:00:00.000Z,4,359,167,0,1
,,2023-12-24T15:00:00.000Z,5,358,143,2,7
,,2023-12-23T15:00:00.000Z,5,357,119,0,6
,,2023-12-22T15:00:00.000Z,5,356,95,3,5
,,2023-12-21T15:00:00.000Z,5,355,71,4,4
,,2023-12-20T15:00:00.000Z,6,354,47,1,3
,,2023-12-19T15:00:00.000Z,6,353,23,1,2
23w51b,snapshot,2023-12-18T15:39:14.000Z,6,352,2,3,1
23w51a,snapshot,2023-12-18T13:36:46.000Z,6,352,265,3,1
,,2023-12-17T15:00:00.000Z,6,351,242,0,7
,,2023-12-16T15:00:00.000Z,6,350,218,0,6
,,2023-12-15T15:00:00.000Z,6,349,194,1,5
,,2023-12-14T15:00:00.000Z,6,348,170,1,4
,,2023-12-13T15:00:00.000Z,6,347,146,2,3
,,2023-12-12T15:00:00.000Z,7,346,122,12,2
,,2023-12-11T15:00:00.000Z,8,345,98,0,1
,,2023-12-10T15:00:00.000Z,8,344,74,0,7
,,2023-12-09T15:00:00.000Z,8,343,50,0,6
,,2023-12-08T15:00:00.000Z,8,342,26,7,5
1.20.4,release,2023-12-07T12:56:20.000Z,8,341,22,6,4
1.20.4-rc1,snapshot,2023-12-06T14:38:01.000Z,7,340,50,6,3
,,2023-12-05T15:00:00.000Z,7,339,27,17,2
1.20.3,release,2023-12-04T12:10:32.000Z,6,338,94,0,1
,,2023-12-03T15:00:00.000Z,6,337,73,0,7
,,2023-12-02T15:00:00.000Z,6,336,49,0,6
,,2023-12-01T15:00:00.000Z,6,335,25,0,5
1.20.3-rc1,snapshot,2023-11-30T13:41:45.000Z,5,334,48,0,4
,,2023-11-29T15:00:00.000Z,5,333,25,1,3
1.20.3-pre4,snapshot,2023-11-28T13:47:32.000Z,5,332,23,3,2
1.20.3-pre3,snapshot,2023-11-27T14:24:36.000Z,4,331,122,4,1
,,2023-11-26T15:00:00.000Z,4,330,99,0,7
,,2023-11-25T15:00:00.000Z,4,329,75,0,6
,,2023-11-24T15:00:00.000Z,4,328,51,5,5
,,2023-11-23T15:00:00.000Z,4,327,27,2,4
1.20.3-pre2,snapshot,2023-11-22T12:21:26.000Z,4,326,45,5,3
,,2023-11-21T15:00:00.000Z,4,325,23,7,2
1.20.3-pre1,snapshot,2023-11-20T15:40:14.000Z,3,324,97,11,1
,,2023-11-19T15:00:00.000Z,3,323,73,0,7
,,2023-11-18T15:00:00.000Z,3,322,49,0,6
,,2023-11-17T15:00:00.000Z,3,321,25,5,5
23w46a,snapshot,2023-11-16T14:11:33.000Z,2,320,192,7,4
,,2023-11-15T15:00:00.000Z,3,319,169,0,3
,,2023-11-14T15:00:00.000Z,4,318,145,6,2
,,2023-11-13T15:00:00.000Z,4,317,121,2,1
,,2023-11-12T15:00:00.000Z,4,316,97,0,7
,,2023-11-11T15:00:00.000Z,4,315,73,1,6
,,2023-11-10T15:00:00.000Z,4,314,49,1,5
,,2023-11-09T15:00:00.000Z,4,313,25,1,4
23w45a,snapshot,2023-11-08T13:59:58.000Z,3,312,169,4,3
,,2023-11-07T15:00:00.000Z,4,311,146,7,2
,,2023-11-06T15:00:00.000Z,4,310,122,1,1
,,2023-11-05T15:00:00.000Z,4,309,98,0,7
,,2023-11-04T15:00:00.000Z,4,308,74,0,6
,,2023-11-03T15:00:00.000Z,4,307,50,1,5
,,2023-11-02T15:00:00.000Z,4,306,26,7,4
23w44a,snapshot,2023-11-01T12:30:52.000Z,4,305,143,8,3
,,2023-10-31T15:00:00.000Z,4,304,121,6,2
,,2023-10-30T15:00:00.000Z,4,303,97,4,1
,,2023-10-29T15:00:00.000Z,4,302,73,0,7
,,2023-10-28T15:00:00.000Z,4,301,49,3,6
,,2023-10-27T15:00:00.000Z,4,300,25,3,5
23w43b,snapshot,2023-10-26T13:46:16.000Z,3,299,24,8,4
23w43a,snapshot,2023-10-25T13:34:37.000Z,2,298,170,9,3
,,2023-10-24T14:00:00.000Z,3,297,146,4,2
,,2023-10-23T14:00:00.000Z,3,296,122,4,1
,,2023-10-22T14:00:00.000Z,3,295,98,1,7
,,2023-10-21T14:00:00.000Z,3,294,74,2,6
,,2023-10-20T14:00:00.000Z,3,293,50,0,5
,,2023-10-19T14:00:00.000Z,3,292,26,6,4
23w42a,snapshot,2023-10-18T11:37:28.000Z,2,291,167,11,3
,,2023-10-17T14:00:00.000Z,2,290,145,5,2
,,2023-10-16T14:00:00.000Z,2,289,121,5,1
,,2023-10-15T14:00:00.000Z,2,288,97,1,7
,,2023-10-14T14:00:00.000Z,2,287,73,5,6
,,2023-10-13T14:00:00.000Z,2,286,49,0,5
,,2023-10-12T14:00:00.000Z,2,285,25,9,4
23w41a,snapshot,2023-10-11T12:32:46.000Z,1,284,168,14,3
,,2023-10-10T14:00:00.000Z,2,283,145,4,2
,,2023-10-09T14:00:00.000Z,2,282,121,8,1
,,2023-10-08T14:00:00.000Z,3,281,97,0,7
,,2023-10-07T14:00:00.000Z,3,280,73,0,6
,,2023-10-06T14:00:00.000Z,3,279,49,0,5
,,2023-10-05T14:00:00.000Z,4,278,25,2,4
23w40a,snapshot,2023-10-04T12:48:53.000Z,4,277,340,1,3
,,2023-10-03T14:00:00.000Z,4,276,317,2,2
,,2023-10-02T14:00:00.000Z,5,275,293,2,1
,,2023-10-01T14:00:00.000Z,5,274,269,0,7
,,2023-09-30T14:00:00.000Z,5,273,245,0,6
,,2023-09-29T14:00:00.000Z,5,272,221,0,5
,,2023-09-28T14:00:00.000Z,5,271,197,3,4
,,2023-09-27T14:00:00.000Z,6,270,173,5,3
,,2023-09-26T14:00:00.000Z,6,269,149,3,2
,,2023-09-25T14:00:00.000Z,7,268,125,2,1
,,2023-09-24T14:00:00.000Z,7,267,101,0,7
,,2023-09-23T14:00:00.000Z,7,266,77,0,6
,,2023-09-22T14:00:00.000Z,7,265,53,1,5
,,2023-09-21T14:00:00.000Z,7,264,29,1,4
1.20.2,release,2023-09-20T09:02:57.000Z,7,262,44,1,3
,,2023-09-19T14:00:00.000Z,7,262,25,0,2
1.20.2-rc2,snapshot,2023-09-18T12:34:57.000Z,6,261,71,0,1
,,2023-09-17T14:00:00.000Z,6,260,49,0,7
,,2023-09-16T14:00:00.000Z,6,259,25,0,6
1.20.2-rc1,snapshot,2023-09-15T13:10:30.000Z,5,258,46,0,5
,,2023-09-14T14:00:00.000Z,5,257,23,2,4
1.20.2-pre4,snapshot,2023-09-13T15:06:51.000Z,4,256,27,2,3
1.20.2-pre3,snapshot,2023-09-12T12:15:08.000Z,3,255,120,2,2
,,2023-09-11T14:00:00.000Z,3,254,97,1,1
,,2023-09-10T14:00:00.000Z,3,253,73,0,7
,,2023-09-09T14:00:00.000Z,3,252,49,0,6
,,2023-09-08T14:00:00.000Z,3,251,25,0,5
1.20.2-pre2,snapshot,2023-09-07T12:42:32.000Z,2,250,49,12,4
,,2023-09-06T14:00:00.000Z,3,249,26,14,3
1.20.2-pre1,snapshot,2023-09-05T12:06:20.000Z,2,248,145,7,2
,,2023-09-04T14:00:00.000Z,2,247,123,16,1
,,2023-09-03T14:00:00.000Z,2,246,99,1,7
,,2023-09-02T14:00:00.000Z,2,245,75,2,6
,,2023-09-01T14:00:00.000Z,2,244,51,17,5
,,2023-08-31T14:00:00.000Z,2,243,27,1,4
23w35a,snapshot,2023-08-30T11:24:35.000Z,2,242,312,15,3
,,2023-08-29T14:00:00.000Z,2,241,290,15,2
,,2023-08-28T14:00:00.000Z,2,240,266,1,1
,,2023-08-27T14:00:00.000Z,2,239,242,0,7
,,2023-08-26T14:00:00.000Z,2,238,218,0,6
,,2023-08-25T14:00:00.000Z,2,237,194,0,5
,,2023-08-24T14:00:00.000Z,2,236,170,0,4
,,2023-08-23T14:00:00.000Z,2,235,146,1,3
,,2023-08-22T14:00:00.000Z,2,234,122,5,2
,,2023-08-21T14:00:00.000Z,3,233,98,2,1
,,2023-08-20T14:00:00.000Z,3,232,74,0,7
,,2023-08-19T14:00:00.000Z,3,231,50,0,6
,,2023-08-18T14:00:00.000Z,3,230,26,5,5
23w33a,snapshot,2023-08-17T11:39:08.000Z,2,229,191,7,4
,,2023-08-16T14:00:00.000Z,2,228,170,5,3
,,2023-08-15T14:00:00.000Z,2,227,146,2,2
,,2023-08-14T14:00:00.000Z,2,226,122,6,1
,,2023-08-13T14:00:00.000Z,2,225,98,0,7
,,2023-08-12T14:00:00.000Z,2,224,74,0,6
,,2023-08-11T14:00:00.000Z,2,223,50,2,5
,,2023-08-10T14:00:00.000Z,2,222,26,0,4
23w32a,snapshot,2023-08-09T12:14:25.000Z,1,221,194,15,3
,,2023-08-08T14:00:00.000Z,1,220,172,5,2
,,2023-08-07T14:00:00.000Z,1,219,148,1,1
,,2023-08-06T14:00:00.000Z,1,218,124,1,7
,,2023-08-05T14:00:00.000Z,1,217,100,0,6
,,2023-08-04T14:00:00.000Z,1,216,76,6,5
,,2023-08-03T14:00:00.000Z,1,215,52,2,4
,,2023-08-02T14:00:00.000Z,1,214,28,4,3
23w31a,snapshot,2023-08-01T10:03:13.000Z,0,212,1197,2,2
,,2023-07-31T14:00:00.000Z,0,212,1177,1,1
,,2023-07-30T14:00:00.000Z,0,211,1153,0,7
,,2023-07-29T14:00:00.000Z,0,210,1129,0,6
,,2023-07-28T14:00:00.000Z,0,209,1105,1,5
,,2023-07-27T14:00:00.000Z,0,208,1081,1,4
,,2023-07-26T14:00:00.000Z,0,207,1057,9,3
,,2023-07-25T14:00:00.000Z,0,206,1033,0,2
,,2023-07-24T14:00:00.000Z,0,205,1009,0,1
,,2023-07-23T14:00:00.000Z,0,204,985,0,7
,,2023-07-22T14:00:00.000Z,0,203,961,0,6
,,2023-07-21T14:00:00.000Z,0,202,937,0,5
,,2023-07-20T14:00:00.000Z,0,201,913,0,4
,,2023-07-19T14:00:00.000Z,0,200,889,0,3
,,2023-07-18T14:00:00.000Z,0,199,865,0,2
,,2023-07-17T14:00:00.000Z,0,198,841,0,1
,,2023-07-16T14:00:00.000Z,0,197,817,0,7
,,2023-07-15T14:00:00.000Z,0,196,793,0,6
,,2023-07-14T14:00:00.000Z,0,195,769,0,5
,,2023-07-13T14:00:00.000Z,0,194,745,0,4
,,2023-07-12T14:00:00.000Z,0,193,721,2,3
,,2023-07-11T14:00:00.000Z,0,192,697,0,2
,,2023-07-10T14:00:00.000Z,0,191,673,0,1
,,2023-07-09T14:00:00.000Z,0,190,649,0,7
,,2023-07-08T14:00:00.000Z,0,189,625,0,6
,,2023-07-07T14:00:00.000Z,0,188,601,8,5
,,2023-07-06T14:00:00.000Z,0,187,577,0,4
,,2023-07-05T14:00:00.000Z,0,186,553,1,3
,,2023-07-04T14:00:00.000Z,0,185,529,0,2
,,2023-07-03T14:00:00.000Z,0,184,505,5,1
,,2023-07-02T14:00:00.000Z,1,183,481,0,7
,,2023-07-01T14:00:00.000Z,1,182,457,0,6
,,2023-06-30T14:00:00.000Z,2,181,433,3,5
,,2023-06-29T14:00:00.000Z,2,180,409,2,4
,,2023-06-28T14:00:00.000Z,2,179,385,1,3
,,2023-06-27T14:00:00.000Z,2,178,361,9,2
,,2023-06-26T14:00:00.000Z,2,177,337,0,1
,,2023-06-25T14:00:00.000Z,2,176,313,0,7
,,2023-06-24T14:00:00.000Z,2,175,289,0,6
,,2023-06-23T14:00:00.000Z,2,174,265,0,5
,,2023-06-22T14:00:00.000Z,3,173,241,0,4
,,2023-06-21T14:00:00.000Z,3,172,217,0,3
,,2023-06-20T14:00:00.000Z,4,171,193,0,2
,,2023-06-19T14:00:00.000Z,4,170,169,0,1
,,2023-06-18T14:00:00.000Z,5,169,145,2,7
,,2023-06-17T14:00:00.000Z,5,168,121,0,6
,,2023-06-16T14:00:00.000Z,5,167,97,4,5
,,2023-06-15T14:00:00.000Z,5,166,73,8,4
,,2023-06-14T14:00:00.000Z,6,165,49,1,3
,,2023-06-13T14:00:00.000Z,6,164,25,6,2
1.20.1,release,2023-06-12T13:25:51.000Z,6,163,71,3,1
,,2023-06-11T14:00:00.000Z,6,162,48,0,7
,,2023-06-10T14:00:00.000Z,6,161,24,0,6
1.20.1-rc1,snapshot,2023-06-09T14:15:49.000Z,5,160,174,7,5
,,2023-06-08T14:00:00.000Z,7,159,149,43,4
,,2023-06-07T14:00:00.000Z,7,158,125,0,3
,,2023-06-06T14:00:00.000Z,7,157,101,1,2
,,2023-06-05T14:00:00.000Z,8,156,77,0,1
,,2023-06-04T14:00:00.000Z,8,155,53,0,7
,,2023-06-03T14:00:00.000Z,8,154,29,0,6
1.20,release,2023-06-02T08:36:17.000Z,7,152,44,0,5
,,2023-06-01T14:00:00.000Z,7,152,25,0,4
1.20-rc1,snapshot,2023-05-31T12:33:33.000Z,6,151,47,1,3
,,2023-05-30T14:00:00.000Z,7,150,24,1,2
1.20-pre7,snapshot,2023-05-29T13:44:34.000Z,6,149,97,1,1
,,2023-05-28T14:00:00.000Z,6,148,74,0,7
,,2023-05-27T14:00:00.000Z,6,147,50,1,6
,,2023-05-26T14:00:00.000Z,6,146,26,0,5
1.20-pre6,snapshot,2023-05-25T12:22:00.000Z,5,145,48,5,4
,,2023-05-24T14:00:00.000Z,5,144,26,3,3
1.20-pre5,snapshot,2023-05-23T12:22:52.000Z,5,143,95,9,2
,,2023-05-22T14:00:00.000Z,5,142,73,5,1
,,2023-05-21T14:00:00.000Z,5,141,49,0,7
,,2023-05-20T14:00:00.000Z,5,140,25,0,6
1.20-pre4,snapshot,2023-05-19T13:13:45.000Z,4,139,2,11,5
1.20-pre3,snapshot,2023-05-19T11:39:46.000Z,3,139,72,11,5
,,2023-05-18T14:00:00.000Z,3,138,50,0,4
,,2023-05-17T14:00:00.000Z,3,137,26,4,3
1.20-pre2,snapshot,2023-05-16T11:34:54.000Z,3,136,143,30,2
,,2023-05-15T14:00:00.000Z,3,135,122,19,1
,,2023-05-14T14:00:00.000Z,3,134,98,0,7
,,2023-05-13T14:00:00.000Z,3,133,74,0,6
,,2023-05-12T14:00:00.000Z,3,132,50,2,5
,,2023-05-11T14:00:00.000Z,3,131,26,2,4
1.20-pre1,snapshot,2023-05-10T12:19:34.000Z,3,130,169,10,3
,,2023-05-09T14:00:00.000Z,3,129,147,12,2
,,2023-05-08T14:00:00.000Z,3,128,123,12,1
,,2023-05-07T14:00:00.000Z,3,127,99,0,7
,,2023-05-06T14:00:00.000Z,3,126,75,5,6
,,2023-05-05T14:00:00.000Z,3,125,51,2,5
,,2023-05-04T14:00:00.000Z,3,124,27,2,4
23w18a,snapshot,2023-05-03T11:29:26.000Z,2,123,167,13,3
,,2023-05-02T14:00:00.000Z,2,122,146,1,2
,,2023-05-01T14:00:00.000Z,2,121,122,3,1
,,2023-04-30T14:00:00.000Z,2,120,98,0,7
,,2023-04-29T14:00:00.000Z,2,119,74,0,6
,,2023-04-28T14:00:00.000Z,2,118,50,1,5
,,2023-04-27T14:00:00.000Z,2,117,26,10,4
23w17a,snapshot,2023-04-26T12:09:48.000Z,1,116,144,12,3
,,2023-04-25T14:00:00.000Z,2,115,122,10,2
,,2023-04-24T14:00:00.000Z,2,114,98,3,1
,,2023-04-23T14:00:00.000Z,2,113,74,0,7
,,2023-04-22T14:00:00.000Z,2,112,50,0,6
,,2023-04-21T14:00:00.000Z,3,111,26,3,5
23w16a,snapshot,2023-04-20T11:55:19.000Z,2,110,360,4,4
,,2023-04-19T14:00:00.000Z,2,109,338,1,3
,,2023-04-18T14:00:00.000Z,3,108,314,7,2
,,2023-04-17T14:00:00.000Z,3,107,290,11,1
,,2023-04-16T14:00:00.000Z,3,106,266,0,7
,,2023-04-15T14:00:00.000Z,3,105,242,0,6
,,2023-04-14T14:00:00.000Z,3,104,218,0,5
,,2023-04-13T14:00:00.000Z,3,103,194,4,4
,,2023-04-12T14:00:00.000Z,3,102,170,8,3
,,2023-04-11T14:00:00.000Z,4,101,146,1,2
,,2023-04-10T14:00:00.000Z,4,100,122,0,1
,,2023-04-09T14:00:00.000Z,4,99,98,1,7
,,2023-04-08T14:00:00.000Z,4,98,74,2,6
,,2023-04-07T14:00:00.000Z,4,97,50,0,5
,,2023-04-06T14:00:00.000Z,4,96,26,2,4
23w14a,snapshot,2023-04-05T12:05:17.000Z,3,95,95,17,3
,,2023-04-04T14:00:00.000Z,3,94,73,15,2
,,2023-04-03T14:00:00.000Z,4,93,49,7,1
,,2023-04-02T14:00:00.000Z,5,92,25,1,7
23w13a_or_b,snapshot,2023-04-01T12:52:18.000Z,4,91,71,1,6
,,2023-03-31T14:00:00.000Z,4,90,48,13,5
,,2023-03-30T14:00:00.000Z,6,89,24,25,4
23w13a,snapshot,2023-03-29T13:54:16.000Z,5,88,168,16,3
,,2023-03-28T14:00:00.000Z,6,87,145,14,2
,,2023-03-27T14:00:00.000Z,6,86,121,11,1
,,2023-03-26T14:00:00.000Z,6,85,97,0,7
,,2023-03-25T14:00:00.000Z,6,84,73,1,6
,,2023-03-24T14:00:00.000Z,6,83,49,9,5
,,2023-03-23T14:00:00.000Z,6,82,25,2,4
23w12a,snapshot,2023-03-22T13:28:42.000Z,6,81,193,6,3
,,2023-03-21T15:00:00.000Z,6,80,170,10,2
,,2023-03-20T15:00:00.000Z,6,79,146,1,1
,,2023-03-19T15:00:00.000Z,7,78,122,0,7
,,2023-03-18T15:00:00.000Z,7,77,98,0,6
,,2023-03-17T15:00:00.000Z,7,76,74,2,5
,,2023-03-16T15:00:00.000Z,7,75,50,0,4
,,2023-03-15T15:00:00.000Z,8,74,26,17,3
1.19.4,release,2023-03-14T12:56:18.000Z,7,73,27,0,2
1.19.4-rc3,snapshot,2023-03-13T10:03:11.000Z,6,71,69,1,1
,,2023-03-12T15:00:00.000Z,6,71,50,0,7
,,2023-03-11T15:00:00.000Z,6,70,26,0,6
1.19.4-rc2,snapshot,2023-03-10T12:42:54.000Z,5,69,22,4,5
1.19.4-rc1,snapshot,2023-03-09T14:35:50.000Z,4,68,25,1,4
1.19.4-pre4,snapshot,2023-03-08T13:08:22.000Z,4,67,167,13,3
,,2023-03-07T15:00:00.000Z,4,66,145,5,2
,,2023-03-06T15:00:00.000Z,4,65,121,15,1
,,2023-03-05T15:00:00.000Z,4,64,97,0,7
,,2023-03-04T15:00:00.000Z,4,63,73,0,6
,,2023-03-03T15:00:00.000Z,4,62,49,0,5
,,2023-03-02T15:00:00.000Z,4,61,25,4,4
1.19.4-pre3,snapshot,2023-03-01T14:11:05.000Z,4,60,49,12,3
,,2023-02-28T15:00:00.000Z,4,59,25,2,2
1.19.4-pre2,snapshot,2023-02-27T13:38:53.000Z,3,58,118,6,1
,,2023-02-26T15:00:00.000Z,3,57,95,2,7
,,2023-02-25T15:00:00.000Z,3,56,71,1,6
,,2023-02-24T15:00:00.000Z,3,55,47,17,5
,,2023-02-23T15:00:00.000Z,3,54,23,0,4
1.19.4-pre1,snapshot,2023-02-22T16:00:34.000Z,2,53,169,44,3
,,2023-02-21T15:00:00.000Z,3,52,144,12,2
,,2023-02-20T15:00:00.000Z,3,51,120,0,1
,,2023-02-19T15:00:00.000Z,3,50,96,0,7
,,2023-02-18T15:00:00.000Z,3,49,72,1,6
,,2023-02-17T15:00:00.000Z,3,48,48,0,5
,,2023-02-16T15:00:00.000Z,3,47,24,1,4
23w07a,snapshot,2023-02-15T14:32:29.000Z,2,46,168,31,3
,,2023-02-14T15:00:00.000Z,3,45,144,1,2
,,2023-02-13T15:00:00.000Z,3,44,120,4,1
,,2023-02-12T15:00:00.000Z,3,43,96,0,7
,,2023-02-11T15:00:00.000Z,3,42,72,1,6
,,2023-02-10T15:00:00.000Z,3,41,48,0,5
,,2023-02-09T15:00:00.000Z,3,40,24,0,4
23w06a,snapshot,2023-02-08T15:00:04.000Z,2,39,169,11,3
,,2023-02-07T15:00:00.000Z,3,38,145,27,2
,,2023-02-06T15:00:00.000Z,3,37,121,2,1
,,2023-02-05T15:00:00.000Z,3,36,97,0,7
,,2023-02-04T15:00:00.000Z,3,35,73,0,6
,,2023-02-03T15:00:00.000Z,3,34,49,5,5
,,2023-02-02T15:00:00.000Z,3,33,25,5,4
23w05a,snapshot,2023-02-01T14:20:33.000Z,2,32,191,11,3
,,2023-01-31T15:00:00.000Z,2,31,168,2,2
,,2023-01-30T15:00:00.000Z,2,30,144,1,1
,,2023-01-29T15:00:00.000Z,2,29,120,0,7
,,2023-01-28T15:00:00.000Z,2,28,96,1,6
,,2023-01-27T15:00:00.000Z,2,27,72,0,5
,,2023-01-26T15:00:00.000Z,2,26,48,3,4
,,2023-01-25T15:00:00.000Z,2,25,24,1,3
23w04a,snapshot,2023-01-24T15:19:06.000Z,1,24,146,0,2
,,2023-01-23T15:00:00.000Z,1,23,122,0,1
,,2023-01-22T15:00:00.000Z,1,22,98,0,7
,,2023-01-21T15:00:00.000Z,1,21,74,2,6
,,2023-01-20T15:00:00.000Z,1,20,50,1,5
,,2023-01-19T15:00:00.000Z,1,19,26,4,4
23w03a,snapshot,2023-01-18T13:10:31.000Z,0,18,1013,3,3
,,2023-01-17T15:00:00.000Z,0,17,991,0,2
,,2023-01-16T15:00:00.000Z,0,16,967,1,1
,,2023-01-15T15:00:00.000Z,0,15,943,0,7
,,2023-01-14T15:00:00.000Z,0,14,919,2,6
,,2023-01-13T15:00:00.000Z,0,13,895,0,5
,,2023-01-12T15:00:00.000Z,0,12,871,4,4
,,2023-01-11T15:00:00.000Z,0,11,847,2,3
,,2023-01-10T15:00:00.000Z,0,10,823,0,2
,,2023-01-09T15:00:00.000Z,0,9,799,0,1
,,2023-01-08T15:00:00.000Z,0,8,775,0,7
,,2023-01-07T15:00:00.000Z,0,7,751,0,6
,,2023-01-06T15:00:00.000Z,0,6,727,0,5
,,2023-01-05T15:00:00.000Z,0,5,703,0,4
,,2023-01-04T15:00:00.000Z,0,4,679,4,3
,,2023-01-03T15:00:00.000Z,0,3,655,0,2
,,2023-01-02T15:00:00.000Z,0,2,631,0,1
,,2023-01-01T15:00:00.000Z,0,1,607,0,7
,,2022-12-31T15:00:00.000Z,0,365,583,0,6
,,2022-12-30T15:00:00.000Z,0,364,559,0,5
,,2022-12-29T15:00:00.000Z,0,363,535,0,4
,,2022-12-28T15:00:00.000Z,0,362,511,0,3
,,2022-12-27T15:00:00.000Z,1,361,487,0,2
,,2022-12-26T15:00:00.000Z,2,360,463,0,1
,,2022-12-25T15:00:00.000Z,3,359,439,1,7
,,2022-12-24T15:00:00.000Z,3,358,415,0,6
,,2022-12-23T15:00:00.000Z,3,357,391,0,5
,,2022-12-22T15:00:00.000Z,3,356,367,0,4
,,2022-12-21T15:00:00.000Z,4,355,343,0,3
,,2022-12-20T15:00:00.000Z,4,354,319,2,2
,,2022-12-19T15:00:00.000Z,5,353,295,2,1
,,2022-12-18T15:00:00.000Z,5,352,271,0,7
,,2022-12-17T15:00:00.000Z,5,351,247,0,6
,,2022-12-16T15:00:00.000Z,5,350,223,0,5
,,2022-12-15T15:00:00.000Z,5,349,199,9,4
,,2022-12-14T15:00:00.000Z,6,348,175,3,3
,,2022-12-13T15:00:00.000Z,6,347,151,0,2
,,2022-12-12T15:00:00.000Z,7,346,127,1,1
,,2022-12-11T15:00:00.000Z,7,345,103,0,7
,,2022-12-10T15:00:00.000Z,7,344,79,0,6
,,2022-12-09T15:00:00.000Z,7,343,55,0,5
,,2022-12-08T15:00:00.000Z,7,342,31,8,4
1.19.3,release,2022-12-07T08:17:18.000Z,7,340,22,1,3
1.19.3-rc3,snapshot,2022-12-06T10:24:01.000Z,6,339,21,3,2
1.19.3-rc2,snapshot,2022-12-05T13:21:34.000Z,5,339,96,2,1
,,2022-12-04T15:00:00.000Z,5,338,73,0,7
,,2022-12-03T15:00:00.000Z,5,337,49,1,6
,,2022-12-02T15:00:00.000Z,5,336,25,3,5
1.19.3-rc1,snapshot,2022-12-01T13:45:18.000Z,4,335,47,1,4
,,2022-11-30T15:00:00.000Z,4,334,25,13,3
1.19.3-pre3,snapshot,2022-11-29T14:28:08.000Z,4,333,142,20,2
,,2022-11-28T15:00:00.000Z,4,332,119,4,1
,,2022-11-27T15:00:00.000Z,4,331,95,0,7
,,2022-11-26T15:00:00.000Z,4,330,71,0,6
,,2022-11-25T15:00:00.000Z,4,329,47,0,5
,,2022-11-24T15:00:00.000Z,4,328,23,0,4
1.19.3-pre2,snapshot,2022-11-23T16:12:25.000Z,3,327,26,11,3
1.19.3-pre1,snapshot,2022-11-22T13:59:37.000Z,3,326,144,11,2
,,2022-11-21T15:00:00.000Z,3,325,121,7,1
,,2022-11-20T15:00:00.000Z,3,324,97,0,7
,,2022-11-19T15:00:00.000Z,3,323,73,0,6
